college,state,year,round,quota,category,gender,closing_rank
"PSG Institute of Medical Sciences, Coimbatore",Tamil Nadu,2025,Mop-up Round,State Quota,OBC,All,568600
"KMCH Institute of Health sciences & Research, Coimbatore",Tamil Nadu,2025,Mop-up Round,State Quota,General,All,604933
"KMCH Institute of Health sciences & Research, Coimbatore",Tamil Nadu,2025,Mop-up Round,State Quota,OBC,All,604933
"Velammal Medical College Hospital & Research Institute, Madurai",Tamil Nadu,2025,Mop-up Round,State Quota,General,All,621466
"Velammal Medical College Hospital & Research Institute, Madurai",Tamil Nadu,2025,Mop-up Round,State Quota,OBC,All,621466
"Melmaruvathur Adiparasakthi Instt. Medical Sciences and Research, Melmaruvathur",Tamil Nadu,2025,Mop-up Round,State Quota,General,All,650400
"Melmaruvathur Adiparasakthi Instt. Medical Sciences and Research, Melmaruvathur",Tamil Nadu,2025,Mop-up Round,State Quota,OBC,All,654533
"Melmaruvathur Adiparasakthi Instt. Medical Sciences and Research, Melmaruvathur",Tamil Nadu,2025,Mop-up Round,State Quota,OBC,All,646266
AIIMS Delhi,All India,2025,Stray Round,AIQ,General,All,47
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,All India,2025,Round 1,AIQ,General,All,132
"Atal Bihari Vajpayee Inst. of Medical Sciences, New Delhi",All India,2025,Stray Round,AIQ,General,All,148
AIIMS Delhi,All India,2025,Stray Round,AIQ,OBC,All,207
"Atal Bihari Vajpayee Inst. of Medical Sciences, New Delhi",All India,2025,Round 1,AIQ,General,All,215
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,All India,2025,Round 1,AIQ,OBC,All,232
AIIMS Delhi,All India,2025,Stray Round,AIQ,EWS,All,254
AIIMS Jodhpur,All India,2025,Stray Round,AIQ,General,All,392
"Atal Bihari Vajpayee Inst. of Medical Sciences, New Delhi",All India,2025,Round 1,AIQ,OBC,All,519
"University College of Medical Sciences, Delhi",All India,2025,Stray Round,AIQ,General,All,559
"Maulana Azad Medical College, New Delhi",All India,2025,Stray Round,AIQ,General,All,559
AIIMS Bhopal,All India,2025,Stray Round,AIQ,General,All,634
AIIMS Delhi,All India,2025,Stray Round,AIQ,SC,All,644
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,All India,2025,Round 1,AIQ,EWS,All,693
AIIMS Jodhpur,All India,2025,Stray Round,AIQ,OBC,All,766
AIIMS Bhubaneshwar,All India,2025,Stray Round,AIQ,General,All,785
AIIMS Rishikesh,All India,2025,Stray Round,AIQ,General,All,816
"Atal Bihari Vajpayee Inst. of Medical Sciences, New Delhi",All India,2025,Round 1,AIQ,EWS,All,1009
AIIMS Nagpur,All India,2025,Stray Round,AIQ,General,All,1030
AIIMS Rishikesh,All India,2025,Stray Round,AIQ,OBC,All,1104
"Atal Bihari Vajpayee Inst. of Medical Sciences, New Delhi",All India,2025,Stray Round,AIQ,OBC,All,1125
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Round 1,AIQ,General,Female,1128
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Stray Round,AIQ,General,Female,1129
AIIMS Bhopal,All India,2025,Stray Round,AIQ,OBC,All,1142
AIIMS Jodhpur,All India,2025,Stray Round,AIQ,EWS,All,1153
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 1,AIQ,General,All,1165
"University College of Medical Sciences, Delhi",All India,2025,Stray Round,AIQ,OBC,All,1167
"University College of Medical Sciences, Delhi",All India,2025,Stray Round,AIQ,EWS,All,1168
"Maulana Azad Medical College, New Delhi",All India,2025,Stray Round,AIQ,EWS,All,1168
"AIIMS Mangalagiri, Vijaywada",All India,2025,Stray Round,AIQ,General,All,1357
AIIMS Raipur,All India,2025,Stray Round,AIQ,General,All,1376
AIIMS Delhi,All India,2025,Stray Round,AIQ,ST,All,1405
AIIMS Bhubaneshwar,All India,2025,Stray Round,AIQ,OBC,All,1481
AIIMS Nagpur,All India,2025,Stray Round,AIQ,OBC,All,1520
AIIMS Bhopal,All India,2025,Stray Round,AIQ,EWS,All,1582
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 2,AIQ,General,All,1606
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Mop-up Round,AIQ,General,All,1709
AIIMS Rishikesh,All India,2025,Stray Round,AIQ,EWS,All,1715
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Round 1,AIQ,EWS,Female,1762
AIIMS Bhatinda,All India,2025,Stray Round,AIQ,General,All,1798
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 1,AIQ,OBC,All,1808
"AIIMS Bibi Nagar, Hyderabad",All India,2025,Stray Round,AIQ,General,All,1874
AIIMS Patna,All India,2025,Stray Round,AIQ,General,All,1939
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Round 1,AIQ,OBC,Female,1959
AIIMS Raipur,All India,2025,Stray Round,AIQ,OBC,All,2016
JIPMER Puducherry,All India,2025,Stray Round,AIQ,ST,All,2025
JIPMER Karaikal,All India,2025,Stray Round,AIQ,SC,All,2025
JIPMER Karaikal,All India,2025,Stray Round,AIQ,EWS,All,2025
JIPMER Karaikal,All India,2025,Stray Round,AIQ,OBC,All,2025
JIPMER Karaikal,All India,2025,Stray Round,AIQ,General,All,2025
JIPMER Puducherry,All India,2025,Stray Round,AIQ,OBC,All,2025
JIPMER Puducherry,All India,2025,Stray Round,AIQ,EWS,All,2025
JIPMER Karaikal,All India,2025,Stray Round,AIQ,ST,All,2025
JIPMER Puducherry,All India,2025,Stray Round,AIQ,SC,All,2025
JIPMER Puducherry,All India,2025,Stray Round,AIQ,General,All,2025
"Maulana Azad Medical College, New Delhi",All India,2025,Stray Round,AIQ,OBC,All,2106
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 1,AIQ,EWS,All,2194
AIIMS Bhubaneshwar,All India,2025,Stray Round,AIQ,EWS,All,2259
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 2,AIQ,OBC,All,2260
AIIMS Kalyani,All India,2025,Stray Round,AIQ,General,All,2276
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 2,AIQ,EWS,All,2284
AIIMS Bhatinda,All India,2025,Stray Round,AIQ,OBC,All,2482
"AIIMS Mangalagiri, Vijaywada",All India,2025,Stray Round,AIQ,OBC,All,2575
AIIMS Gorakhpur,All India,2025,Stray Round,AIQ,General,All,2602
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Mop-up Round,AIQ,OBC,All,2620
AIIMS Raipur,All India,2025,Stray Round,AIQ,EWS,All,2631
AIIMS Patna,All India,2025,Stray Round,AIQ,OBC,All,2705
AIIMS Bilaspur,All India,2025,Stray Round,AIQ,General,All,2788
AIIMS Nagpur,All India,2025,Stray Round,AIQ,EWS,All,2923
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,All India,2025,Round 1,AIQ,SC,All,2934
AIIMS Bhatinda,All India,2025,Stray Round,AIQ,EWS,All,3066
AIIMS Rajkot,All India,2025,Stray Round,AIQ,EWS,All,3215
AIIMS Gorakhpur,All India,2025,Stray Round,AIQ,EWS,All,3355
AIIMS Jammu,All India,2025,Stray Round,AIQ,General,All,3384
AIIMS Kalyani,All India,2025,Stray Round,AIQ,OBC,All,3406
"AIIMS Bibi Nagar, Hyderabad",All India,2025,Stray Round,AIQ,OBC,All,3464
AIIMS Gorakhpur,All India,2025,Stray Round,AIQ,OBC,All,3595
AIIMS Rae Bareli,All India,2025,Stray Round,AIQ,General,All,3724
AIIMS Bilaspur,All India,2025,Stray Round,AIQ,EWS,All,3957
AIIMS Jammu,All India,2025,Stray Round,AIQ,OBC,All,4085
"AIIMS Bibi Nagar, Hyderabad",All India,2025,Stray Round,AIQ,EWS,All,4225
AIIMS Rae Bareli,All India,2025,Stray Round,AIQ,OBC,All,4282
AIIMS Kalyani,All India,2025,Stray Round,AIQ,EWS,All,4292
"AIIMS Mangalagiri, Vijaywada",All India,2025,Stray Round,AIQ,EWS,All,4369
AIIMS Rae Bareli,All India,2025,Stray Round,AIQ,EWS,All,4501
AIIMS Jammu,All India,2025,Stray Round,AIQ,EWS,All,4603
AIIMS Patna,All India,2025,Stray Round,AIQ,EWS,All,4952
AIIMS Guwahati,All India,2025,Stray Round,AIQ,EWS,All,5873
AIIMS Bhubaneshwar,All India,2025,Stray Round,AIQ,SC,All,6034
"Atal Bihari Vajpayee Inst. of Medical Sciences, New Delhi",All India,2025,Stray Round,AIQ,EWS,All,6307
AIIMS Bilaspur,All India,2025,Stray Round,AIQ,OBC,All,6483
AIIMS Jodhpur,All India,2025,Stray Round,AIQ,SC,All,6920
AIIMS Bhopal,All India,2025,Stray Round,AIQ,SC,All,7030
"Atal Bihari Vajpayee Inst. of Medical Sciences, New Delhi",All India,2025,Round 1,AIQ,SC,All,7191
"Maulana Azad Medical College, New Delhi",All India,2025,Stray Round,AIQ,SC,All,7456
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,All India,2025,Round 1,AIQ,ST,All,7556
AIIMS Guwahati,All India,2025,Stray Round,AIQ,General,All,7686
AIIMS Rajkot,All India,2025,Stray Round,AIQ,General,All,7712
AIIMS Jodhpur,All India,2025,Stray Round,AIQ,ST,All,7835
AIIMS Rishikesh,All India,2025,Stray Round,AIQ,SC,All,8240
"University College of Medical Sciences, Delhi",All India,2025,Stray Round,AIQ,SC,All,8538
AIIMS Nagpur,All India,2025,Stray Round,AIQ,SC,All,8697
AIIMS Deogarh,All India,2025,Stray Round,AIQ,General,All,9475
AIIMS Rajkot,All India,2025,Stray Round,AIQ,OBC,All,11574
AIIMS Bhopal,All India,2025,Stray Round,AIQ,ST,All,11713
AIIMS Deogarh,All India,2025,Stray Round,AIQ,OBC,All,12393
"University College of Medical Sciences, Delhi",All India,2025,Stray Round,AIQ,ST,All,13646
"Maulana Azad Medical College, New Delhi",All India,2025,Stray Round,AIQ,ST,All,13670
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Round 1,AIQ,SC,Female,13728
"Atal Bihari Vajpayee Inst. of Medical Sciences, New Delhi",All India,2025,Round 1,AIQ,ST,All,14062
"Atal Bihari Vajpayee Inst. of Medical Sciences, New Delhi",All India,2025,Stray Round,AIQ,SC,All,14191
AIIMS Guwahati,All India,2025,Stray Round,AIQ,OBC,All,14765
AIIMS Bhubaneshwar,All India,2025,Stray Round,AIQ,ST,All,14786
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 1,AIQ,SC,All,14965
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Stray Round,AIQ,EWS,Female,15212
"AIIMS Mangalagiri, Vijaywada",All India,2025,Stray Round,AIQ,SC,All,15552
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 2,AIQ,SC,All,15798
AIIMS Nagpur,All India,2025,Stray Round,AIQ,ST,All,16192
AIIMS Madurai,All India,2025,Stray Round,AIQ,General,All,16728
AIIMS Patna,All India,2025,Stray Round,AIQ,SC,All,17167
AIIMS Kalyani,All India,2025,Stray Round,AIQ,SC,All,17433
"AIIMS Bibi Nagar, Hyderabad",All India,2025,Stray Round,AIQ,SC,All,17480
AIIMS Deogarh,All India,2025,Stray Round,AIQ,EWS,All,19161
AIIMS Bhatinda,All India,2025,Stray Round,AIQ,SC,All,19371
AIIMS Madurai,All India,2025,Stray Round,AIQ,EWS,All,19825
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Mop-up Round,AIQ,SC,All,20606
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Round 1,AIQ,ST,Female,22278
AIIMS Raipur,All India,2025,Stray Round,AIQ,ST,All,22885
AIIMS Rishikesh,All India,2025,Stray Round,AIQ,ST,All,23884
AIIMS Madurai,All India,2025,Stray Round,AIQ,OBC,All,26016
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 1,AIQ,ST,All,26196
"Institute Of Medical Sciences, BHU,Varanasi",All India,2025,Round 2,AIQ,ST,All,28782
AIIMS Bilaspur,All India,2025,Stray Round,AIQ,SC,All,30304
"AIIMS Mangalagiri, Vijaywada",All India,2025,Stray Round,AIQ,ST,All,31007
AIIMS Gorakhpur,All India,2025,Stray Round,AIQ,SC,All,31853
AIIMS Jammu,All India,2025,Stray Round,AIQ,SC,All,32194
AIIMS Guwahati,All India,2025,Stray Round,AIQ,SC,All,32675
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Stray Round,AIQ,ST,Female,34279
AIIMS Rae Bareli,All India,2025,Stray Round,AIQ,SC,All,34668
AIIMS Rajkot,All India,2025,Stray Round,AIQ,SC,All,35068
AIIMS Deogarh,All India,2025,Stray Round,AIQ,SC,All,36880
ESIC IP,All India,2025,Stray Round,AIQ,General,All,38118
AIIMS Bilaspur,All India,2025,Stray Round,AIQ,ST,All,41195
ESIC IP,All India,2025,Stray Round,AIQ,EWS,All,42087
AIIMS Bhatinda,All India,2025,Stray Round,AIQ,ST,All,42487
ESIC IP,All India,2025,Stray Round,AIQ,OBC,All,43190
AIIMS Jammu,All India,2025,Stray Round,AIQ,ST,All,43200
"AIIMS Bibi Nagar, Hyderabad",All India,2025,Stray Round,AIQ,ST,All,45033
AIIMS Gorakhpur,All India,2025,Stray Round,AIQ,ST,All,46911
AIIMS Madurai,All India,2025,Stray Round,AIQ,SC,All,47357
AIIMS Kalyani,All India,2025,Stray Round,AIQ,ST,All,48654
AIIMS Rajkot,All India,2025,Stray Round,AIQ,ST,All,48673
AIIMS Rae Bareli,All India,2025,Stray Round,AIQ,ST,All,51396
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,All India,2025,Stray Round,AIQ,SC,All,54765
AIIMS Deogarh,All India,2025,Stray Round,AIQ,ST,All,60871
"Lady Hardinge Medical College, New Delhi (Women Seat only)",All India,2025,Stray Round,AIQ,SC,Female,74031
AIIMS Raipur,All India,2025,Stray Round,AIQ,SC,All,96012
AIIMS Patna,All India,2025,Stray Round,AIQ,ST,All,111319
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,All India,2025,Stray Round,AIQ,ST,All,116381
AIIMS Guwahati,All India,2025,Stray Round,AIQ,ST,All,160051
AIIMS Madurai,All India,2025,Stray Round,AIQ,ST,All,163006
ESIC IP,All India,2025,Stray Round,AIQ,SC,All,238825
ESIC IP,All India,2025,Stray Round,AIQ,ST,All,596344
