college,state,year,round,quota,category,gender,closing_rank
"Smt. N.H.L.Municipal Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,OBC,All,83511
"Smt. N.H.L.Municipal Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,SC,All,115971
"Smt. N.H.L.Municipal Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,ST,All,431189
"GCS Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,General,All,83117
"GCS Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,EWS,All,96432
"GCS Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,OBC,All,103938
"GCS Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,SC,All,149425
"GCS Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,ST,All,514407
"Narendra Modi Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,General,All,89456
"Narendra Modi Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,EWS,All,98640
"Narendra Modi Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,OBC,All,109941
"Narendra Modi Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,SC,All,148833
"Narendra Modi Medical College, Ahmedabad",Gujarat,2025,Stray Round,State Quota,ST,All,457163
"Surat Municipal Institute of Medical Education & Research, Surat",Gujarat,2025,Stray Round,State Quota,General,All,91590
"Surat Municipal Institute of Medical Education & Research, Surat",Gujarat,2025,Stray Round,State Quota,EWS,All,180200
"Surat Municipal Institute of Medical Education & Research, Surat",Gujarat,2025,Stray Round,State Quota,OBC,All,117713
"Surat Municipal Institute of Medical Education & Research, Surat",Gujarat,2025,Stray Round,State Quota,SC,All,160971
"Surat Municipal Institute of Medical Education & Research, Surat",Gujarat,2025,Stray Round,State Quota,ST,All,453120
"CU Shah Medical College, Surendra Nagar",Gujarat,2025,Stray Round,State Quota,General,All,95799
"CU Shah Medical College, Surendra Nagar",Gujarat,2025,Stray Round,State Quota,EWS,All,108035
"CU Shah Medical College, Surendra Nagar",Gujarat,2025,Stray Round,State Quota,OBC,All,120463
"CU Shah Medical College, Surendra Nagar",Gujarat,2025,Stray Round,State Quota,SC,All,166415
"CU Shah Medical College, Surendra Nagar",Gujarat,2025,Stray Round,State Quota,ST,All,494546
"Kiran Medical College, Surat",Gujarat,2025,Stray Round,State Quota,General,All,117859
"Kiran Medical College, Surat",Gujarat,2025,Stray Round,State Quota,EWS,All,123879
"Kiran Medical College, Surat",Gujarat,2025,Stray Round,State Quota,OBC,All,153909
"Kiran Medical College, Surat",Gujarat,2025,Stray Round,State Quota,SC,All,192114
"Kiran Medical College, Surat",Gujarat,2025,Stray Round,State Quota,ST,All,510788
"Dr. M.K. Shah Medical College & Research Centre, Ahmedabad",Gujarat,2025,Stray Round,State Quota,General,All,119391
"Dr. M.K. Shah Medical College & Research Centre, Ahmedabad",Gujarat,2025,Stray Round,State Quota,EWS,All,124479
"Dr. M.K. Shah Medical College & Research Centre, Ahmedabad",Gujarat,2025,Stray Round,State Quota,OBC,All,164664
"Dr. M.K. Shah Medical College & Research Centre, Ahmedabad",Gujarat,2025,Stray Round,State Quota,SC,All,167208
"Dr. M.K. Shah Medical College & Research Centre, Ahmedabad",Gujarat,2025,Stray Round,State Quota,ST,All,513505
"Pramukhswami Medical College, Karmsad",Gujarat,2025,Stray Round,State Quota,General,All,121120
"Pramukhswami Medical College, Karmsad",Gujarat,2025,Stray Round,State Quota,EWS,All,156439
"Pramukhswami Medical College, Karmsad",Gujarat,2025,Stray Round,State Quota,OBC,All,180537
"Pramukhswami Medical College, Karmsad",Gujarat,2025,Stray Round,State Quota,SC,All,179436
"Pramukhswami Medical College, Karmsad",Gujarat,2025,Stray Round,State Quota,ST,All,548849
"Dr. N.D. Desai Faculty of Medical sciences & Research, Nadiad",Gujarat,2025,Stray Round,State Quota,General,All,121992
"Dr. N.D. Desai Faculty of Medical sciences & Research, Nadiad",Gujarat,2025,Stray Round,State Quota,EWS,All,147125
"Dr. N.D. Desai Faculty of Medical sciences & Research, Nadiad",Gujarat,2025,Stray Round,State Quota,OBC,All,182682
"Dr. N.D. Desai Faculty of Medical sciences & Research, Nadiad",Gujarat,2025,Stray Round,State Quota,SC,All,180731
"Dr. N.D. Desai Faculty of Medical sciences & Research, Nadiad",Gujarat,2025,Stray Round,State Quota,ST,All,523191
"Shantabaa Medical College, Amreli",Gujarat,2025,Stray Round,State Quota,General,All,129116
"Shantabaa Medical College, Amreli",Gujarat,2025,Stray Round,State Quota,EWS,All,145017
"Shantabaa Medical College, Amreli",Gujarat,2025,Stray Round,State Quota,OBC,All,165541
"Shantabaa Medical College, Amreli",Gujarat,2025,Stray Round,State Quota,SC,All,194591
"Shantabaa Medical College, Amreli",Gujarat,2025,Stray Round,State Quota,ST,All,554613
"Gujarat Adani Institute Of Medical Sciences, Bhuj",Gujarat,2025,Stray Round,State Quota,General,All,129769
"Gujarat Adani Institute Of Medical Sciences, Bhuj",Gujarat,2025,Stray Round,State Quota,EWS,All,135089
"Gujarat Adani Institute Of Medical Sciences, Bhuj",Gujarat,2025,Stray Round,State Quota,OBC,All,137129
"Gujarat Adani Institute Of Medical Sciences, Bhuj",Gujarat,2025,Stray Round,State Quota,SC,All,162484
"Gujarat Adani Institute Of Medical Sciences, Bhuj",Gujarat,2025,Stray Round,State Quota,ST,All,554782
"Nootan Medical College & Research centre, Mehsana",Gujarat,2025,Stray Round,State Quota,General,All,136822
"Nootan Medical College & Research centre, Mehsana",Gujarat,2025,Stray Round,State Quota,EWS,All,145218
"Nootan Medical College & Research centre, Mehsana",Gujarat,2025,Stray Round,State Quota,OBC,All,162743
"Nootan Medical College & Research centre, Mehsana",Gujarat,2025,Stray Round,State Quota,SC,All,188797
"Nootan Medical College & Research centre, Mehsana",Gujarat,2025,Stray Round,State Quota,ST,All,577306
"Dr. Kiran C.Patel Medical College and Research Institute, Bharuch",Gujarat,2025,Stray Round,State Quota,General,All,138517
"Dr. Kiran C.Patel Medical College and Research Institute, Bharuch",Gujarat,2025,Stray Round,State Quota,EWS,All,164188
"Dr. Kiran C.Patel Medical College and Research Institute, Bharuch",Gujarat,2025,Stray Round,State Quota,OBC,All,172936
"Dr. Kiran C.Patel Medical College and Research Institute, Bharuch",Gujarat,2025,Stray Round,State Quota,SC,All,217880
"Dr. Kiran C.Patel Medical College and Research Institute, Bharuch",Gujarat,2025,Stray Round,State Quota,ST,All,558969
"Banas Medical College and Research Institute, Palanpur",Gujarat,2025,Stray Round,State Quota,General,All,109708
"Banas Medical College and Research Institute, Palanpur",Gujarat,2025,Stray Round,State Quota,EWS,All,140290
"Banas Medical College and Research Institute, Palanpur",Gujarat,2025,Stray Round,State Quota,OBC,All,143487
"Banas Medical College and Research Institute, Palanpur",Gujarat,2025,Stray Round,State Quota,SC,All,201009
"Banas Medical College and Research Institute, Palanpur",Gujarat,2025,Stray Round,State Quota,ST,All,487305
"SAL Institute of Medical Sciences, Ahmedabad",Gujarat,2025,Stray Round,State Quota,General,All,141263
"SAL Institute of Medical Sciences, Ahmedabad",Gujarat,2025,Stray Round,State Quota,EWS,All,156526
"SAL Institute of Medical Sciences, Ahmedabad",Gujarat,2025,Stray Round,State Quota,OBC,All,188255
"SAL Institute of Medical Sciences, Ahmedabad",Gujarat,2025,Stray Round,State Quota,SC,All,169075
"SAL Institute of Medical Sciences, Ahmedabad",Gujarat,2025,Stray Round,State Quota,ST,All,539721
"Ananya College of Medicine & Research, Ahmedabad",Gujarat,2025,Stray Round,State Quota,General,All,153619
"Ananya College of Medicine & Research, Ahmedabad",Gujarat,2025,Stray Round,State Quota,EWS,All,160637
"Ananya College of Medicine & Research, Ahmedabad",Gujarat,2025,Stray Round,State Quota,OBC,All,180799
"Ananya College of Medicine & Research, Ahmedabad",Gujarat,2025,Stray Round,State Quota,SC,All,194569
"Ananya College of Medicine & Research, Ahmedabad",Gujarat,2025,Stray Round,State Quota,ST,All,559624
"Matushri prabhaben khodabhai boghara medical college & research centre, Rajkot",Gujarat,2025,Stray Round,State Quota,General,All,166391
"Matushri prabhaben khodabhai boghara medical college & research centre, Rajkot",Gujarat,2025,Stray Round,State Quota,EWS,All,176093
"Matushri prabhaben khodabhai boghara medical college & research centre, Rajkot",Gujarat,2025,Stray Round,State Quota,OBC,All,189865
"Matushri prabhaben khodabhai boghara medical college & research centre, Rajkot",Gujarat,2025,Stray Round,State Quota,SC,All,215387
"Matushri prabhaben khodabhai boghara medical college & research centre, Rajkot",Gujarat,2025,Stray Round,State Quota,ST,All,581222
"Zydus Medical College & Hospital, Dahod",Gujarat,2025,Stray Round,State Quota,General,All,171334
"Zydus Medical College & Hospital, Dahod",Gujarat,2025,Stray Round,State Quota,EWS,All,182826
"Zydus Medical College & Hospital, Dahod",Gujarat,2025,Stray Round,State Quota,OBC,All,207593
"Zydus Medical College & Hospital, Dahod",Gujarat,2025,Stray Round,State Quota,SC,All,202521
"Zydus Medical College & Hospital, Dahod",Gujarat,2025,Stray Round,State Quota,ST,All,526326
"Bhagyoday Medical College, Kadi",Gujarat,2025,Stray Round,State Quota,General,All,179936
"Bhagyoday Medical College, Kadi",Gujarat,2025,Stray Round,State Quota,EWS,All,190055
"Bhagyoday Medical College, Kadi",Gujarat,2025,Stray Round,State Quota,OBC,All,195839
"Bhagyoday Medical College, Kadi",Gujarat,2025,Stray Round,State Quota,SC,All,203667
"Bhagyoday Medical College, Kadi",Gujarat,2025,Stray Round,State Quota,ST,All,571866
"Parul Institute Of Medical Sciences & Research, Vadodara",Gujarat,2025,Stray Round,State Quota,General,All,180351
"Parul Institute Of Medical Sciences & Research, Vadodara",Gujarat,2025,Stray Round,State Quota,EWS,All,191123
"Parul Institute Of Medical Sciences & Research, Vadodara",Gujarat,2025,Stray Round,State Quota,OBC,All,218926
"Parul Institute Of Medical Sciences & Research, Vadodara",Gujarat,2025,Stray Round,State Quota,SC,All,211699
"Parul Institute Of Medical Sciences & Research, Vadodara",Gujarat,2025,Stray Round,State Quota,ST,All,579450
"Swaminarayan Institute of Medical Sciences & Research, Kalol, Gandhinagar",Gujarat,2025,Stray Round,State Quota,General,All,181962
"Swaminarayan Institute of Medical Sciences & Research, Kalol, Gandhinagar",Gujarat,2025,Stray Round,State Quota,EWS,All,187735
"Swaminarayan Institute of Medical Sciences & Research, Kalol, Gandhinagar",Gujarat,2025,Stray Round,State Quota,OBC,All,211832
"Swaminarayan Institute of Medical Sciences & Research, Kalol, Gandhinagar",Gujarat,2025,Stray Round,State Quota,SC,All,216064
"Swaminarayan Institute of Medical Sciences & Research, Kalol, Gandhinagar",Gujarat,2025,Stray Round,State Quota,ST,All,577279
"SMS MC, Jaipur",Rajasthan,2025,Stray Round,State Quota,General,All,2989
"SMS MC, Jaipur",Rajasthan,2025,Stray Round,State Quota,OBC,All,3217
"SMS MC, Jaipur",Rajasthan,2025,Stray Round,State Quota,EWS,All,4019
"SMS MC, Jaipur",Rajasthan,2025,Stray Round,State Quota,OBC,All,4644
"SMS MC, Jaipur",Rajasthan,2025,Stray Round,State Quota,SC,All,32923
"SMS MC, Jaipur",Rajasthan,2025,Stray Round,State Quota,ST,All,28862
"SMS MC, Jaipur",Rajasthan,2025,Stray Round,State Quota,ST,All,146191
"RUHS College of MS, Jaipur",Rajasthan,2025,Stray Round,State Quota,General,All,5056
"RUHS College of MS, Jaipur",Rajasthan,2025,Stray Round,State Quota,OBC,All,5383
"RUHS College of MS, Jaipur",Rajasthan,2025,Stray Round,State Quota,EWS,All,5830
"RUHS College of MS, Jaipur",Rajasthan,2025,Stray Round,State Quota,OBC,All,5850
"RUHS College of MS, Jaipur",Rajasthan,2025,Stray Round,State Quota,SC,All,47857
"RUHS College of MS, Jaipur",Rajasthan,2025,Stray Round,State Quota,ST,All,43864
"RUHS College of MS, Jaipur",Rajasthan,2025,Stray Round,State Quota,ST,All,231333
"Sardar Patel MC, Bikaner",Rajasthan,2025,Stray Round,State Quota,General,All,5059
"Sardar Patel MC, Bikaner",Rajasthan,2025,Stray Round,State Quota,OBC,All,5619
"Sardar Patel MC, Bikaner",Rajasthan,2025,Stray Round,State Quota,EWS,All,7699
"Sardar Patel MC, Bikaner",Rajasthan,2025,Stray Round,State Quota,OBC,All,11627
"Sardar Patel MC, Bikaner",Rajasthan,2025,Stray Round,State Quota,SC,All,55864
"Sardar Patel MC, Bikaner",Rajasthan,2025,Stray Round,State Quota,ST,All,70469
"Sardar Patel MC, Bikaner",Rajasthan,2025,Stray Round,State Quota,ST,All,262813
"Dr SN MC, Jodhpur",Rajasthan,2025,Stray Round,State Quota,General,All,5674
"Dr SN MC, Jodhpur",Rajasthan,2025,Stray Round,State Quota,OBC,All,6400
"Dr SN MC, Jodhpur",Rajasthan,2025,Stray Round,State Quota,EWS,All,8837
"Dr SN MC, Jodhpur",Rajasthan,2025,Stray Round,State Quota,OBC,All,8911
"Dr SN MC, Jodhpur",Rajasthan,2025,Stray Round,State Quota,SC,All,62140
"Dr SN MC, Jodhpur",Rajasthan,2025,Stray Round,State Quota,ST,All,70469
"Dr SN MC, Jodhpur",Rajasthan,2025,Stray Round,State Quota,ST,All,215682
RNT MC Udaipur,Rajasthan,2025,Stray Round,State Quota,General,All,6959
RNT MC Udaipur,Rajasthan,2025,Stray Round,State Quota,OBC,All,7129
RNT MC Udaipur,Rajasthan,2025,Stray Round,State Quota,EWS,All,9858
RNT MC Udaipur,Rajasthan,2025,Stray Round,State Quota,OBC,All,9912
RNT MC Udaipur,Rajasthan,2025,Stray Round,State Quota,SC,All,64171
RNT MC Udaipur,Rajasthan,2025,Stray Round,State Quota,ST,All,72549
RNT MC Udaipur,Rajasthan,2025,Stray Round,State Quota,ST,All,181166
"ESIC Medical College & Hospital, Jaipur",Rajasthan,2025,Stray Round,State Quota,General,All,7059
"ESIC Medical College & Hospital, Jaipur",Rajasthan,2025,Stray Round,State Quota,OBC,All,8056
"ESIC Medical College & Hospital, Jaipur",Rajasthan,2025,Stray Round,State Quota,EWS,All,8375
"ESIC Medical College & Hospital, Jaipur",Rajasthan,2025,Stray Round,State Quota,OBC,All,13374
"ESIC Medical College & Hospital, Jaipur",Rajasthan,2025,Stray Round,State Quota,SC,All,72850
"ESIC Medical College & Hospital, Jaipur",Rajasthan,2025,Stray Round,State Quota,ST,All,66565
"ESIC Medical College & Hospital, Jaipur",Rajasthan,2025,Stray Round,State Quota,ST,All,266818
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,2025,Stray Round,State Quota,General,All,7529
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,2025,Stray Round,State Quota,OBC,All,27336
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,2025,Stray Round,State Quota,EWS,All,9470
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,2025,Stray Round,State Quota,OBC,All,13868
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,2025,Stray Round,State Quota,SC,All,63714
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,2025,Stray Round,State Quota,ST,All,75329
"Jawaharlal Nehru Medical College, Ajmer",Rajasthan,2025,Stray Round,State Quota,ST,All,252302
"Shri Kalyan Govt. Medical College, Sikar",Rajasthan,2025,Stray Round,State Quota,General,All,8121
"Shri Kalyan Govt. Medical College, Sikar",Rajasthan,2025,Stray Round,State Quota,OBC,All,8440
"Shri Kalyan Govt. Medical College, Sikar",Rajasthan,2025,Stray Round,State Quota,EWS,All,10443
"Shri Kalyan Govt. Medical College, Sikar",Rajasthan,2025,Stray Round,State Quota,OBC,All,14433
"Shri Kalyan Govt. Medical College, Sikar",Rajasthan,2025,Stray Round,State Quota,SC,All,66916
"Shri Kalyan Govt. Medical College, Sikar",Rajasthan,2025,Stray Round,State Quota,ST,All,81412
"Shri Kalyan Govt. Medical College, Sikar",Rajasthan,2025,Stray Round,State Quota,ST,All,268558
"Government Medical College, Kota",Rajasthan,2025,Stray Round,State Quota,General,All,8599
"Government Medical College, Kota",Rajasthan,2025,Stray Round,State Quota,OBC,All,9019
"Government Medical College, Kota",Rajasthan,2025,Stray Round,State Quota,EWS,All,11430
"Government Medical College, Kota",Rajasthan,2025,Stray Round,State Quota,OBC,All,14852
"Government Medical College, Kota",Rajasthan,2025,Stray Round,State Quota,SC,All,73549
"Government Medical College, Kota",Rajasthan,2025,Stray Round,State Quota,ST,All,76203
"Government Medical College, Kota",Rajasthan,2025,Stray Round,State Quota,ST,All,279486
"ESIC Medical College and Hospital, Alwar",Rajasthan,2025,Stray Round,State Quota,General,All,9156
"ESIC Medical College and Hospital, Alwar",Rajasthan,2025,Stray Round,State Quota,OBC,All,5759
"ESIC Medical College and Hospital, Alwar",Rajasthan,2025,Stray Round,State Quota,EWS,All,14792
"ESIC Medical College and Hospital, Alwar",Rajasthan,2025,Stray Round,State Quota,OBC,All,14926
"ESIC Medical College and Hospital, Alwar",Rajasthan,2025,Stray Round,State Quota,SC,All,74547
"ESIC Medical College and Hospital, Alwar",Rajasthan,2025,Stray Round,State Quota,ST,All,83531
"ESIC Medical College and Hospital, Alwar",Rajasthan,2025,Stray Round,State Quota,ST,All,282714
"Government Medical College, Churu",Rajasthan,2025,Stray Round,State Quota,General,All,9171
"Government Medical College, Churu",Rajasthan,2025,Stray Round,State Quota,OBC,All,12991
"Government Medical College, Churu",Rajasthan,2025,Stray Round,State Quota,EWS,All,16406
"Government Medical College, Churu",Rajasthan,2025,Stray Round,State Quota,OBC,All,18808
"Government Medical College, Churu",Rajasthan,2025,Stray Round,State Quota,SC,All,79511
"Government Medical College, Churu",Rajasthan,2025,Stray Round,State Quota,ST,All,95435
"Government Medical College, Churu",Rajasthan,2025,Stray Round,State Quota,ST,All,310760
"Government Medical College, Pali",Rajasthan,2025,Stray Round,State Quota,General,All,9948
"Government Medical College, Pali",Rajasthan,2025,Stray Round,State Quota,OBC,All,11722
"Government Medical College, Pali",Rajasthan,2025,Stray Round,State Quota,EWS,All,12449
"Government Medical College, Pali",Rajasthan,2025,Stray Round,State Quota,OBC,All,18146
"Government Medical College, Pali",Rajasthan,2025,Stray Round,State Quota,SC,All,85081
"Government Medical College, Pali",Rajasthan,2025,Stray Round,State Quota,ST,All,87192
"Government Medical College, Pali",Rajasthan,2025,Stray Round,State Quota,ST,All,287979
"Government Medical College, Bhilwara",Rajasthan,2025,Stray Round,State Quota,General,All,11115
"Government Medical College, Bhilwara",Rajasthan,2025,Stray Round,State Quota,OBC,All,11931
"Government Medical College, Bhilwara",Rajasthan,2025,Stray Round,State Quota,EWS,All,15195
"Government Medical College, Bhilwara",Rajasthan,2025,Stray Round,State Quota,OBC,All,15312
"Government Medical College, Bhilwara",Rajasthan,2025,Stray Round,State Quota,SC,All,93310
"Government Medical College, Bhilwara",Rajasthan,2025,Stray Round,State Quota,ST,All,83531
"Government Medical College, Bhilwara",Rajasthan,2025,Stray Round,State Quota,ST,All,278910
"Jhalawar Medical College, Jhalawar",Rajasthan,2025,Stray Round,State Quota,General,All,11129
"Jhalawar Medical College, Jhalawar",Rajasthan,2025,Stray Round,State Quota,OBC,All,11383
"Jhalawar Medical College, Jhalawar",Rajasthan,2025,Stray Round,State Quota,EWS,All,14566
"Jhalawar Medical College, Jhalawar",Rajasthan,2025,Stray Round,State Quota,OBC,All,18026
"Jhalawar Medical College, Jhalawar",Rajasthan,2025,Stray Round,State Quota,SC,All,84858
"Jhalawar Medical College, Jhalawar",Rajasthan,2025,Stray Round,State Quota,ST,All,77845
"Jhalawar Medical College, Jhalawar",Rajasthan,2025,Stray Round,State Quota,ST,All,281125
"Government Medical College, Bharatpur",Rajasthan,2025,Stray Round,State Quota,General,All,11960
"Government Medical College, Bharatpur",Rajasthan,2025,Stray Round,State Quota,OBC,All,13724
"Government Medical College, Bharatpur",Rajasthan,2025,Stray Round,State Quota,EWS,All,15263
"Government Medical College, Bharatpur",Rajasthan,2025,Stray Round,State Quota,OBC,All,17195
"Government Medical College, Bharatpur",Rajasthan,2025,Stray Round,State Quota,SC,All,87423
"Government Medical College, Bharatpur",Rajasthan,2025,Stray Round,State Quota,ST,All,84813
"Government Medical College, Bharatpur",Rajasthan,2025,Stray Round,State Quota,ST,All,296309
"Government Medical College, Sri Ganganagar",Rajasthan,2025,Stray Round,State Quota,General,All,12003
"Government Medical College, Sri Ganganagar",Rajasthan,2025,Stray Round,State Quota,OBC,All,14797
"Government Medical College, Sri Ganganagar",Rajasthan,2025,Stray Round,State Quota,EWS,All,18907
"Government Medical College, Sri Ganganagar",Rajasthan,2025,Stray Round,State Quota,OBC,All,26717
"Government Medical College, Sri Ganganagar",Rajasthan,2025,Stray Round,State Quota,SC,All,89345
"Government Medical College, Sri Ganganagar",Rajasthan,2025,Stray Round,State Quota,ST,All,106444
"Government Medical College, Sri Ganganagar",Rajasthan,2025,Stray Round,State Quota,ST,All,312441
"Government Medical College, Sawai Madhopur",Rajasthan,2025,Stray Round,State Quota,General,All,12407
"Government Medical College, Sawai Madhopur",Rajasthan,2025,Stray Round,State Quota,OBC,All,25902
"Government Medical College, Sawai Madhopur",Rajasthan,2025,Stray Round,State Quota,EWS,All,25010
"Government Medical College, Sawai Madhopur",Rajasthan,2025,Stray Round,State Quota,OBC,All,27395
"Government Medical College, Sawai Madhopur",Rajasthan,2025,Stray Round,State Quota,SC,All,136494
"Government Medical College, Sawai Madhopur",Rajasthan,2025,Stray Round,State Quota,ST,All,105143
"Government Medical College, Sawai Madhopur",Rajasthan,2025,Stray Round,State Quota,ST,All,308266
"Government Medical College, Dausa",Rajasthan,2025,Stray Round,State Quota,General,All,12704
"Government Medical College, Dausa",Rajasthan,2025,Stray Round,State Quota,OBC,All,13166
"Government Medical College, Dausa",Rajasthan,2025,Stray Round,State Quota,EWS,All,12715
"Government Medical College, Dausa",Rajasthan,2025,Stray Round,State Quota,OBC,All,12701
"Government Medical College, Dausa",Rajasthan,2025,Stray Round,State Quota,SC,All,84748
"Government Medical College, Dausa",Rajasthan,2025,Stray Round,State Quota,ST,All,81719
"Government Medical College, Dausa",Rajasthan,2025,Stray Round,State Quota,ST,All,286750
"Government Medical College, Alwar",Rajasthan,2025,Stray Round,State Quota,General,All,12495
"Government Medical College, Alwar",Rajasthan,2025,Stray Round,State Quota,OBC,All,13871
"Government Medical College, Alwar",Rajasthan,2025,Stray Round,State Quota,EWS,All,12544
"Government Medical College, Alwar",Rajasthan,2025,Stray Round,State Quota,OBC,All,18766
"Government Medical College, Alwar",Rajasthan,2025,Stray Round,State Quota,SC,All,90995
"Government Medical College, Alwar",Rajasthan,2025,Stray Round,State Quota,ST,All,101020
"Government Medical College, Alwar",Rajasthan,2025,Stray Round,State Quota,ST,All,303525
"Government Medical College, Sirohi",Rajasthan,2025,Stray Round,State Quota,General,All,12654
"Government Medical College, Sirohi",Rajasthan,2025,Stray Round,State Quota,OBC,All,16863
"Government Medical College, Sirohi",Rajasthan,2025,Stray Round,State Quota,EWS,All,13411
"Government Medical College, Sirohi",Rajasthan,2025,Stray Round,State Quota,OBC,All,27006
"Government Medical College, Sirohi",Rajasthan,2025,Stray Round,State Quota,SC,All,95669
"Government Medical College, Sirohi",Rajasthan,2025,Stray Round,State Quota,ST,All,84031
"Government Medical College, Sirohi",Rajasthan,2025,Stray Round,State Quota,ST,All,283924
"Government Medical College, Chittorgarh",Rajasthan,2025,Stray Round,State Quota,General,All,13375
"Government Medical College, Chittorgarh",Rajasthan,2025,Stray Round,State Quota,OBC,All,14627
"Government Medical College, Chittorgarh",Rajasthan,2025,Stray Round,State Quota,EWS,All,17811
"Government Medical College, Chittorgarh",Rajasthan,2025,Stray Round,State Quota,OBC,All,18285
"Government Medical College, Chittorgarh",Rajasthan,2025,Stray Round,State Quota,SC,All,95485
"Government Medical College, Chittorgarh",Rajasthan,2025,Stray Round,State Quota,ST,All,85978
"Government Medical College, Chittorgarh",Rajasthan,2025,Stray Round,State Quota,ST,All,279486
"Government Medical College, Bundi",Rajasthan,2025,Stray Round,State Quota,General,All,13507
"Government Medical College, Bundi",Rajasthan,2025,Stray Round,State Quota,OBC,All,16567
"Government Medical College, Bundi",Rajasthan,2025,Stray Round,State Quota,EWS,All,18622
"Government Medical College, Bundi",Rajasthan,2025,Stray Round,State Quota,OBC,All,18820
"Government Medical College, Bundi",Rajasthan,2025,Stray Round,State Quota,SC,All,131947
"Government Medical College, Bundi",Rajasthan,2025,Stray Round,State Quota,ST,All,105172
"Government Medical College, Bundi",Rajasthan,2025,Stray Round,State Quota,ST,All,290960
"Government Medical College, Jhunjhunu",Rajasthan,2025,Stray Round,State Quota,General,All,13755
"Government Medical College, Jhunjhunu",Rajasthan,2025,Stray Round,State Quota,OBC,All,14955
"Government Medical College, Jhunjhunu",Rajasthan,2025,Stray Round,State Quota,EWS,All,18280
"Government Medical College, Jhunjhunu",Rajasthan,2025,Stray Round,State Quota,OBC,All,19232
"Government Medical College, Jhunjhunu",Rajasthan,2025,Stray Round,State Quota,SC,All,96862
"Government Medical College, Jhunjhunu",Rajasthan,2025,Stray Round,State Quota,ST,All,105067
"Government Medical College, Jhunjhunu",Rajasthan,2025,Stray Round,State Quota,ST,All,300253
"Government Medical College, Hanumangarh",Rajasthan,2025,Stray Round,State Quota,General,All,13814
"Government Medical College, Hanumangarh",Rajasthan,2025,Stray Round,State Quota,OBC,All,16329
"Government Medical College, Hanumangarh",Rajasthan,2025,Stray Round,State Quota,EWS,All,19764
"Government Medical College, Hanumangarh",Rajasthan,2025,Stray Round,State Quota,OBC,All,27232
"Government Medical College, Hanumangarh",Rajasthan,2025,Stray Round,State Quota,SC,All,93574
"Government Medical College, Hanumangarh",Rajasthan,2025,Stray Round,State Quota,ST,All,108461
"Government Medical College, Hanumangarh",Rajasthan,2025,Stray Round,State Quota,ST,All,308912
"Government Medical College, Nagaur",Rajasthan,2025,Stray Round,State Quota,General,All,14313
"Government Medical College, Nagaur",Rajasthan,2025,Stray Round,State Quota,OBC,All,15245
"Government Medical College, Nagaur",Rajasthan,2025,Stray Round,State Quota,EWS,All,26887
"Government Medical College, Nagaur",Rajasthan,2025,Stray Round,State Quota,OBC,All,27120
"Government Medical College, Nagaur",Rajasthan,2025,Stray Round,State Quota,SC,All,109608
"Government Medical College, Nagaur",Rajasthan,2025,Stray Round,State Quota,ST,All,134564
"Government Medical College, Nagaur",Rajasthan,2025,Stray Round,State Quota,ST,All,294486
"Government Medical College, Barmer",Rajasthan,2025,Stray Round,State Quota,General,All,14515
"Government Medical College, Barmer",Rajasthan,2025,Stray Round,State Quota,OBC,All,15340
"Government Medical College, Barmer",Rajasthan,2025,Stray Round,State Quota,EWS,All,17632
"Government Medical College, Barmer",Rajasthan,2025,Stray Round,State Quota,OBC,All,19388
"Government Medical College, Barmer",Rajasthan,2025,Stray Round,State Quota,SC,All,101553
"Government Medical College, Barmer",Rajasthan,2025,Stray Round,State Quota,ST,All,95045
"Government Medical College, Barmer",Rajasthan,2025,Stray Round,State Quota,ST,All,302629
Government Medical College Banswara,Rajasthan,2025,Stray Round,State Quota,General,All,15755
Government Medical College Banswara,Rajasthan,2025,Stray Round,State Quota,OBC,All,26532
Government Medical College Banswara,Rajasthan,2025,Stray Round,State Quota,EWS,All,19319
Government Medical College Banswara,Rajasthan,2025,Stray Round,State Quota,OBC,All,27166
Government Medical College Banswara,Rajasthan,2025,Stray Round,State Quota,SC,All,136455
Government Medical College Banswara,Rajasthan,2025,Stray Round,State Quota,ST,All,155440
Government Medical College Banswara,Rajasthan,2025,Stray Round,State Quota,ST,All,286009
"Government Medical College, Dungarpur",Rajasthan,2025,Stray Round,State Quota,General,All,16016
"Government Medical College, Dungarpur",Rajasthan,2025,Stray Round,State Quota,OBC,All,16638
